Notes,State,Race,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
,Oregon,American Indian or Alaska Native,1992,1992,43758
,Oregon,American Indian or Alaska Native,1993,1993,45181
,Oregon,American Indian or Alaska Native,1994,1994,46784
,Oregon,American Indian or Alaska Native,1995,1995,48259
,Oregon,American Indian or Alaska Native,1996,1996,49854
,Oregon,American Indian or Alaska Native,1997,1997,51716
,Oregon,American Indian or Alaska Native,1998,1998,53455
,Oregon,American Indian or Alaska Native,1999,1999,55338
,Oregon,American Indian or Alaska Native,2000,2000,57175
,Oregon,American Indian or Alaska Native,2001,2001,59046
,Oregon,American Indian or Alaska Native,2002,2002,60964
,Oregon,American Indian or Alaska Native,2003,2003,62997
,Oregon,American Indian or Alaska Native,2004,2004,65060
,Oregon,American Indian or Alaska Native,2005,2005,67611
,Oregon,American Indian or Alaska Native,2006,2006,70114
,Oregon,American Indian or Alaska Native,2007,2007,73230
,Oregon,American Indian or Alaska Native,2008,2008,76399
,Oregon,American Indian or Alaska Native,2009,2009,79533
,Oregon,American Indian or Alaska Native,2010,2010,82001
,Oregon,American Indian or Alaska Native,2011,2011,83145
,Oregon,American Indian or Alaska Native,2012,2012,84377
,Oregon,American Indian or Alaska Native,2013,2013,85168
,Oregon,American Indian or Alaska Native,2014,2014,86483
,Oregon,American Indian or Alaska Native,2015,2015,88075
,Oregon,American Indian or Alaska Native,2016,2016,90034
,Oregon,American Indian or Alaska Native,2017,2017,91698
,Oregon,American Indian or Alaska Native,2018,2018,93400
Total,Oregon,American Indian or Alaska Native,,,1933919
,Oregon,Asian or Pacific Islander,1990,1990,71259
,Oregon,Asian or Pacific Islander,1991,1991,75844
,Oregon,Asian or Pacific Islander,1992,1992,81072
,Oregon,Asian or Pacific Islander,1993,1993,86028
,Oregon,Asian or Pacific Islander,1994,1994,90021
,Oregon,Asian or Pacific Islander,1995,1995,95535
,Oregon,Asian or Pacific Islander,1996,1996,101251
,Oregon,Asian or Pacific Islander,1997,1997,106724
,Oregon,Asian or Pacific Islander,1998,1998,112309
,Oregon,Asian or Pacific Islander,1999,1999,117978
,Oregon,Asian or Pacific Islander,2000,2000,124279
,Oregon,Asian or Pacific Islander,2001,2001,130093
,Oregon,Asian or Pacific Islander,2002,2002,135841
,Oregon,Asian or Pacific Islander,2003,2003,140874
,Oregon,Asian or Pacific Islander,2004,2004,144791
,Oregon,Asian or Pacific Islander,2005,2005,150553
,Oregon,Asian or Pacific Islander,2006,2006,157178
,Oregon,Asian or Pacific Islander,2007,2007,163331
,Oregon,Asian or Pacific Islander,2008,2008,168566
,Oregon,Asian or Pacific Islander,2009,2009,174455
,Oregon,Asian or Pacific Islander,2010,2010,179960
,Oregon,Asian or Pacific Islander,2011,2011,188741
,Oregon,Asian or Pacific Islander,2012,2012,194965
,Oregon,Asian or Pacific Islander,2013,2013,199838
,Oregon,Asian or Pacific Islander,2014,2014,208402
,Oregon,Asian or Pacific Islander,2015,2015,216480
,Oregon,Asian or Pacific Islander,2016,2016,229735
,Oregon,Asian or Pacific Islander,2017,2017,238513
,Oregon,Asian or Pacific Islander,2018,2018,247156
Total,Oregon,Asian or Pacific Islander,,,4331772
,Oregon,Black or African American,1990,1990,47386
,Oregon,Black or African American,1991,1991,49761
,Oregon,Black or African American,1992,1992,51515
,Oregon,Black or African American,1993,1993,53484
,Oregon,Black or African American,1994,1994,55825
,Oregon,Black or African American,1995,1995,58341
,Oregon,Black or African American,1996,1996,60756
,Oregon,Black or African American,1997,1997,62188
,Oregon,Black or African American,1998,1998,64508
,Oregon,Black or African American,1999,1999,66369
,Oregon,Black or African American,2000,2000,69705
,Oregon,Black or African American,2001,2001,72006
,Oregon,Black or African American,2002,2002,74540
,Oregon,Black or African American,2003,2003,76251
,Oregon,Black or African American,2004,2004,77674
,Oregon,Black or African American,2005,2005,80011
,Oregon,Black or African American,2006,2006,83196
,Oregon,Black or African American,2007,2007,86203
,Oregon,Black or African American,2008,2008,89386
,Oregon,Black or African American,2009,2009,92275
,Oregon,Black or African American,2010,2010,94935
,Oregon,Black or African American,2011,2011,97232
,Oregon,Black or African American,2012,2012,99378
,Oregon,Black or African American,2013,2013,101554
,Oregon,Black or African American,2014,2014,105058
,Oregon,Black or African American,2015,2015,108554
,Oregon,Black or African American,2016,2016,113442
,Oregon,Black or African American,2017,2017,117252
,Oregon,Black or African American,2018,2018,121398
Total,Oregon,Black or African American,,,2330183
,Oregon,White,1990,1990,2700987
,Oregon,White,1991,1991,2760581
,Oregon,White,1992,1992,2815410
,Oregon,White,1993,1993,2875674
,Oregon,White,1994,1994,2928634
,Oregon,White,1995,1995,2982234
,Oregon,White,1996,1996,3035250
,Oregon,White,1997,1997,3083682
,Oregon,White,1998,1998,3122177
,Oregon,White,1999,1999,3154256
,Oregon,White,2000,2000,3178549
,Oregon,White,2001,2001,3206792
,Oregon,White,2002,2002,3242079
,Oregon,White,2003,2003,3267254
,Oregon,White,2004,2004,3281938
,Oregon,White,2005,2005,3315027
,Oregon,White,2006,2006,3360395
,Oregon,White,2007,2007,3399653
,Oregon,White,2008,2008,3434397
,Oregon,White,2009,2009,3462337
,Oregon,White,2010,2010,3480636
,Oregon,White,2011,2011,3502610
,Oregon,White,2012,2012,3520398
,Oregon,White,2013,2013,3536348
,Oregon,White,2014,2014,3564163
,Oregon,White,2015,2015,3603809
,Oregon,White,2016,2016,3658193
,Oregon,White,2017,2017,3699129
,Oregon,White,2018,2018,3728759
Total,Oregon,White,,,94901351
Total,Oregon,,,,103497225
,Pennsylvania,American Indian or Alaska Native,1990,1990,14940
,Pennsylvania,American Indian or Alaska Native,1991,1991,15261
,Pennsylvania,American Indian or Alaska Native,1992,1992,15781
,Pennsylvania,American Indian or Alaska Native,1993,1993,16318
,Pennsylvania,American Indian or Alaska Native,1994,1994,16952
,Pennsylvania,American Indian or Alaska Native,1995,1995,17585
,Pennsylvania,American Indian or Alaska Native,1996,1996,18291
,Pennsylvania,American Indian or Alaska Native,1997,1997,18941
,Pennsylvania,American Indian or Alaska Native,1998,1998,20124
,Pennsylvania,American Indian or Alaska Native,1999,1999,21170
,Pennsylvania,American Indian or Alaska Native,2000,2000,23515
,Pennsylvania,American Indian or Alaska Native,2001,2001,25802
,Pennsylvania,American Indian or Alaska Native,2002,2002,27959
,Pennsylvania,American Indian or Alaska Native,2003,2003,30221
,Pennsylvania,American Indian or Alaska Native,2004,2004,32610
,Pennsylvania,American Indian or Alaska Native,2005,2005,34919
,Pennsylvania,American Indian or Alaska Native,2006,2006,37299
,Pennsylvania,American Indian or Alaska Native,2007,2007,40012
,Pennsylvania,American Indian or Alaska Native,2008,2008,42692
,Pennsylvania,American Indian or Alaska Native,2009,2009,45429
,Pennsylvania,American Indian or Alaska Native,2010,2010,47465
,Pennsylvania,American Indian or Alaska Native,2011,2011,48831
,Pennsylvania,American Indian or Alaska Native,2012,2012,50159
,Pennsylvania,American Indian or Alaska Native,2013,2013,51498
,Pennsylvania,American Indian or Alaska Native,2014,2014,52754
,Pennsylvania,American Indian or Alaska Native,2015,2015,54197
,Pennsylvania,American Indian or Alaska Native,2016,2016,55777
,Pennsylvania,American Indian or Alaska Native,2017,2017,57119
,Pennsylvania,American Indian or Alaska Native,2018,2018,58510
Total,Pennsylvania,American Indian or Alaska Native,,,992131
,Pennsylvania,Asian or Pacific Islander,1990,1990,141643
,Pennsylvania,Asian or Pacific Islander,1991,1991,151095
,Pennsylvania,Asian or Pacific Islander,1992,1992,160778
,Pennsylvania,Asian or Pacific Islander,1993,1993,169764
,Pennsylvania,Asian or Pacific Islander,1994,1994,179132
,Pennsylvania,Asian or Pacific Islander,1995,1995,188265
,Pennsylvania,Asian or Pacific Islander,1996,1996,199268
,Pennsylvania,Asian or Pacific Islander,1997,1997,207779
,Pennsylvania,Asian or Pacific Islander,1998,1998,217464
,Pennsylvania,Asian or Pacific Islander,1999,1999,228127
,Pennsylvania,Asian or Pacific Islander,2000,2000,241499
,Pennsylvania,Asian or Pacific Islander,2001,2001,253927
,Pennsylvania,Asian or Pacific Islander,2002,2002,268041
,Pennsylvania,Asian or Pacific Islander,2003,2003,282881
,Pennsylvania,Asian or Pacific Islander,2004,2004,297339
,Pennsylvania,Asian or Pacific Islander,2005,2005,312561
,Pennsylvania,Asian or Pacific Islander,2006,2006,328092
,Pennsylvania,Asian or Pacific Islander,2007,2007,342928
,Pennsylvania,Asian or Pacific Islander,2008,2008,356895
,Pennsylvania,Asian or Pacific Islander,2009,2009,370947
,Pennsylvania,Asian or Pacific Islander,2010,2010,385338
,Pennsylvania,Asian or Pacific Islander,2011,2011,400969
,Pennsylvania,Asian or Pacific Islander,2012,2012,415358
,Pennsylvania,Asian or Pacific Islander,2013,2013,430684
,Pennsylvania,Asian or Pacific Islander,2014,2014,446980
,Pennsylvania,Asian or Pacific Islander,2015,2015,460320
,Pennsylvania,Asian or Pacific Islander,2016,2016,475525
,Pennsylvania,Asian or Pacific Islander,2017,2017,490594
,Pennsylvania,Asian or Pacific Islander,2018,2018,506492
Total,Pennsylvania,Asian or Pacific Islander,,,8910685
,Pennsylvania,Black or African American,1990,1990,1110238
,Pennsylvania,Black or African American,1991,1991,1131434
,Pennsylvania,Black or African American,1992,1992,1156140
,Pennsylvania,Black or African American,1993,1993,1179523
,Pennsylvania,Black or African American,1994,1994,1198702
,Pennsylvania,Black or African American,1995,1995,1215312
,Pennsylvania,Black or African American,1996,1996,1230865
,Pennsylvania,Black or African American,1997,1997,1245495
,Pennsylvania,Black or African American,1998,1998,1262645
,Pennsylvania,Black or African American,1999,1999,1279925
,Pennsylvania,Black or African American,2000,2000,1296937
,Pennsylvania,Black or African American,2001,2001,1311557
,Pennsylvania,Black or African American,2002,2002,1329750
,Pennsylvania,Black or African American,2003,2003,1349739
,Pennsylvania,Black or African American,2004,2004,1372319
,Pennsylvania,Black or African American,2005,2005,1395186
,Pennsylvania,Black or African American,2006,2006,1421259
,Pennsylvania,Black or African American,2007,2007,1445762
,Pennsylvania,Black or African American,2008,2008,1469600
,Pennsylvania,Black or African American,2009,2009,1492281
,Pennsylvania,Black or African American,2010,2010,1510586
,Pennsylvania,Black or African American,2011,2011,1529508
,Pennsylvania,Black or African American,2012,2012,1547460
,Pennsylvania,Black or African American,2013,2013,1563805
,Pennsylvania,Black or African American,2014,2014,1578277
,Pennsylvania,Black or African American,2015,2015,1590821
,Pennsylvania,Black or African American,2016,2016,1604568
,Pennsylvania,Black or African American,2017,2017,1617787
,Pennsylvania,Black or African American,2018,2018,1632313
Total,Pennsylvania,Black or African American,,,40069794
,Pennsylvania,White,1990,1990,10636478
,Pennsylvania,White,1991,1991,10684374
,Pennsylvania,White,1992,1992,10716751
,Pennsylvania,White,1993,1993,10754119
,Pennsylvania,White,1994,1994,10771264
,Pennsylvania,White,1995,1995,10777241
,Pennsylvania,White,1996,1996,10772040
,Pennsylvania,White,1997,1997,10755599
,Pennsylvania,White,1998,1998,10745439
,Pennsylvania,White,1999,1999,10734583
,Pennsylvania,White,2000,2000,10722222
,Pennsylvania,White,2001,2001,10707684
,Pennsylvania,White,2002,2002,10705281
,Pennsylvania,White,2003,2003,10711817
,Pennsylvania,White,2004,2004,10708454
,Pennsylvania,White,2005,2005,10707324
,Pennsylvania,White,2006,2006,10724159
,Pennsylvania,White,2007,2007,10735235
,Pennsylvania,White,2008,2008,10743098
,Pennsylvania,White,2009,2009,10758201
,Pennsylvania,White,2010,2010,10767769
,Pennsylvania,White,2011,2011,10765275
,Pennsylvania,White,2012,2012,10753850
,Pennsylvania,White,2013,2013,10730634
,Pennsylvania,White,2014,2014,10711090
,Pennsylvania,White,2015,2015,10680421
,Pennsylvania,White,2016,2016,10647668
,Pennsylvania,White,2017,2017,10624947
,Pennsylvania,White,2018,2018,10609745
Total,Pennsylvania,White,,,310862762
Total,Pennsylvania,,,,360835372
,Rhode Island,American Indian or Alaska Native,1990,1990,4207
,Rhode Island,American Indian or Alaska Native,1991,1991,4339
,Rhode Island,American Indian or Alaska Native,1992,1992,4463
,Rhode Island,American Indian or Alaska Native,1993,1993,4656
,Rhode Island,American Indian or Alaska Native,1994,1994,4840
,Rhode Island,American Indian or Alaska Native,1995,1995,5059
,Rhode Island,American Indian or Alaska Native,1996,1996,5302
,Rhode Island,American Indian or Alaska Native,1997,1997,5560
,Rhode Island,American Indian or Alaska Native,1998,1998,5924
,Rhode Island,American Indian or Alaska Native,1999,1999,6235
,Rhode Island,American Indian or Alaska Native,2000,2000,6742
,Rhode Island,American Indian or Alaska Native,2001,2001,7112
,Rhode Island,American Indian or Alaska Native,2002,2002,7540
,Rhode Island,American Indian or Alaska Native,2003,2003,7991
,Rhode Island,American Indian or Alaska Native,2004,2004,8325
,Rhode Island,American Indian or Alaska Native,2005,2005,8759
,Rhode Island,American Indian or Alaska Native,2006,2006,9140
,Rhode Island,American Indian or Alaska Native,2007,2007,9325
,Rhode Island,American Indian or Alaska Native,2008,2008,9707
,Rhode Island,American Indian or Alaska Native,2009,2009,10192
,Rhode Island,American Indian or Alaska Native,2010,2010,10598
,Rhode Island,American Indian or Alaska Native,2011,2011,10807
,Rhode Island,American Indian or Alaska Native,2012,2012,11172
,Rhode Island,American Indian or Alaska Native,2013,2013,11386
,Rhode Island,American Indian or Alaska Native,2014,2014,11622
,Rhode Island,American Indian or Alaska Native,2015,2015,12005
,Rhode Island,American Indian or Alaska Native,2016,2016,12284
,Rhode Island,American Indian or Alaska Native,2017,2017,12494
,Rhode Island,American Indian or Alaska Native,2018,2018,12691
Total,Rhode Island,American Indian or Alaska Native,,,240477
,Rhode Island,Asian or Pacific Islander,1990,1990,19097
,Rhode Island,Asian or Pacific Islander,1991,1991,19909
,Rhode Island,Asian or Pacific Islander,1992,1992,20520
,Rhode Island,Asian or Pacific Islander,1993,1993,21171
,Rhode Island,Asian or Pacific Islander,1994,1994,21977
,Rhode Island,Asian or Pacific Islander,1995,1995,22667
,Rhode Island,Asian or Pacific Islander,1996,1996,23382
,Rhode Island,Asian or Pacific Islander,1997,1997,24309
,Rhode Island,Asian or Pacific Islander,1998,1998,25437
,Rhode Island,Asian or Pacific Islander,1999,1999,26477
,Rhode Island,Asian or Pacific Islander,2000,2000,27967
,Rhode Island,Asian or Pacific Islander,2001,2001,28982
,Rhode Island,Asian or Pacific Islander,2002,2002,30338
,Rhode Island,Asian or Pacific Islander,2003,2003,31454
,Rhode Island,Asian or Pacific Islander,2004,2004,32336
,Rhode Island,Asian or Pacific Islander,2005,2005,32907
,Rhode Island,Asian or Pacific Islander,2006,2006,33170
,Rhode Island,Asian or Pacific Islander,2007,2007,33563
,Rhode Island,Asian or Pacific Islander,2008,2008,34312
,Rhode Island,Asian or Pacific Islander,2009,2009,34975
,Rhode Island,Asian or Pacific Islander,2010,2010,35816
,Rhode Island,Asian or Pacific Islander,2011,2011,37352
,Rhode Island,Asian or Pacific Islander,2012,2012,38507
,Rhode Island,Asian or Pacific Islander,2013,2013,39263
,Rhode Island,Asian or Pacific Islander,2014,2014,40322
,Rhode Island,Asian or Pacific Islander,2015,2015,41396
,Rhode Island,Asian or Pacific Islander,2016,2016,42327
,Rhode Island,Asian or Pacific Islander,2017,2017,42490
,Rhode Island,Asian or Pacific Islander,2018,2018,42973
Total,Rhode Island,Asian or Pacific Islander,,,905396
,Rhode Island,Black or African American,1990,1990,43674
,Rhode Island,Black or African American,1991,1991,45425
,Rhode Island,Black or African American,1992,1992,47047
,Rhode Island,Black or African American,1993,1993,48790
,Rhode Island,Black or African American,1994,1994,50578
,Rhode Island,Black or African American,1995,1995,52450
,Rhode Island,Black or African American,1996,1996,54398
,Rhode Island,Black or African American,1997,1997,56657
,Rhode Island,Black or African American,1998,1998,59143
,Rhode Island,Black or African American,1999,1999,62303
,Rhode Island,Black or African American,2000,2000,65323
,Rhode Island,Black or African American,2001,2001,67729
,Rhode Island,Black or African American,2002,2002,70465
,Rhode Island,Black or African American,2003,2003,73027
,Rhode Island,Black or African American,2004,2004,75540
,Rhode Island,Black or African American,2005,2005,77032
,Rhode Island,Black or African American,2006,2006,78412
,Rhode Island,Black or African American,2007,2007,80091
,Rhode Island,Black or African American,2008,2008,81603
,Rhode Island,Black or African American,2009,2009,83320
,Rhode Island,Black or African American,2010,2010,85008
,Rhode Island,Black or African American,2011,2011,87034
,Rhode Island,Black or African American,2012,2012,88394
,Rhode Island,Black or African American,2013,2013,90505
,Rhode Island,Black or African American,2014,2014,92424
,Rhode Island,Black or African American,2015,2015,94342
,Rhode Island,Black or African American,2016,2016,96366
,Rhode Island,Black or African American,2017,2017,97995
,Rhode Island,Black or African American,2018,2018,99936
Total,Rhode Island,Black or African American,,,2105011
,Rhode Island,White,1990,1990,939017
,Rhode Island,White,1991,1991,940976
,Rhode Island,White,1992,1992,940551
,Rhode Island,White,1993,1993,940495
,Rhode Island,White,1994,1994,938565
,Rhode Island,White,1995,1995,936826
,Rhode Island,White,1996,1996,937811
,Rhode Island,White,1997,1997,938827
,Rhode Island,White,1998,1998,940651
,Rhode Island,White,1999,1999,945387
,Rhode Island,White,2000,2000,950236
,Rhode Island,White,2001,2001,953319
,Rhode Island,White,2002,2002,957652
,Rhode Island,White,2003,2003,958870
,Rhode Island,White,2004,2004,958378
,Rhode Island,White,2005,2005,949218
,Rhode Island,White,2006,2006,942374
,Rhode Island,White,2007,2007,934336
,Rhode Island,White,2008,2008,929381
,Rhode Island,White,2009,2009,925159
,Rhode Island,White,2010,2010,922516
,Rhode Island,White,2011,2011,918343
,Rhode Island,White,2012,2012,916528
,Rhode Island,White,2013,2013,913968
,Rhode Island,White,2014,2014,911649
,Rhode Island,White,2015,2015,908430
,Rhode Island,White,2016,2016,906086
,Rhode Island,White,2017,2017,903507
,Rhode Island,White,2018,2018,901715
Total,Rhode Island,White,,,27060771
Total,Rhode Island,,,,30311655
,South Carolina,American Indian or Alaska Native,1990,1990,8182
,South Carolina,American Indian or Alaska Native,1991,1991,8497
,South Carolina,American Indian or Alaska Native,1992,1992,8746
,South Carolina,American Indian or Alaska Native,1993,1993,9116
,South Carolina,American Indian or Alaska Native,1994,1994,9454
,South Carolina,American Indian or Alaska Native,1995,1995,10189
,South Carolina,American Indian or Alaska Native,1996,1996,10831
,South Carolina,American Indian or Alaska Native,1997,1997,11841
,South Carolina,American Indian or Alaska Native,1998,1998,12478
,South Carolina,American Indian or Alaska Native,1999,1999,13624
,South Carolina,American Indian or Alaska Native,2000,2000,15448
,South Carolina,American Indian or Alaska Native,2001,2001,16511
,South Carolina,American Indian or Alaska Native,2002,2002,17598
,South Carolina,American Indian or Alaska Native,2003,2003,18512
,South Carolina,American Indian or Alaska Native,2004,2004,19636
,South Carolina,American Indian or Alaska Native,2005,2005,20689
,South Carolina,American Indian or Alaska Native,2006,2006,22035
,South Carolina,American Indian or Alaska Native,2007,2007,23463
,South Carolina,American Indian or Alaska Native,2008,2008,25048
,South Carolina,American Indian or Alaska Native,2009,2009,25980
,South Carolina,American Indian or Alaska Native,2010,2010,26763
,South Carolina,American Indian or Alaska Native,2011,2011,27093
,South Carolina,American Indian or Alaska Native,2012,2012,27456
,South Carolina,American Indian or Alaska Native,2013,2013,27816
,South Carolina,American Indian or Alaska Native,2014,2014,28194
,South Carolina,American Indian or Alaska Native,2015,2015,28803
,South Carolina,American Indian or Alaska Native,2016,2016,29388
,South Carolina,American Indian or Alaska Native,2017,2017,29901
,South Carolina,American Indian or Alaska Native,2018,2018,30423
Total,South Carolina,American Indian or Alaska Native,,,563715
,South Carolina,Asian or Pacific Islander,1990,1990,22711
,South Carolina,Asian or Pacific Islander,1991,1991,23725
,South Carolina,Asian or Pacific Islander,1992,1992,24432
,South Carolina,Asian or Pacific Islander,1993,1993,26076
,South Carolina,Asian or Pacific Islander,1994,1994,27005
,South Carolina,Asian or Pacific Islander,1995,1995,29275
,South Carolina,Asian or Pacific Islander,1996,1996,31465
,South Carolina,Asian or Pacific Islander,1997,1997,34418
,South Carolina,Asian or Pacific Islander,1998,1998,36139
,South Carolina,Asian or Pacific Islander,1999,1999,38565
,South Carolina,Asian or Pacific Islander,2000,2000,42160
,South Carolina,Asian or Pacific Islander,2001,2001,44257
,South Carolina,Asian or Pacific Islander,2002,2002,46807
,South Carolina,Asian or Pacific Islander,2003,2003,49565
,South Carolina,Asian or Pacific Islander,2004,2004,52533
,South Carolina,Asian or Pacific Islander,2005,2005,55640
,South Carolina,Asian or Pacific Islander,2006,2006,58926
,South Carolina,Asian or Pacific Islander,2007,2007,62508
,South Carolina,Asian or Pacific Islander,2008,2008,65865
,South Carolina,Asian or Pacific Islander,2009,2009,68552
,South Carolina,Asian or Pacific Islander,2010,2010,71108
,South Carolina,Asian or Pacific Islander,2011,2011,74049
,South Carolina,Asian or Pacific Islander,2012,2012,77566
,South Carolina,Asian or Pacific Islander,2013,2013,80557
,South Carolina,Asian or Pacific Islander,2014,2014,84670
,South Carolina,Asian or Pacific Islander,2015,2015,89093
,South Carolina,Asian or Pacific Islander,2016,2016,93730
,South Carolina,Asian or Pacific Islander,2017,2017,98477
,South Carolina,Asian or Pacific Islander,2018,2018,103090
Total,South Carolina,Asian or Pacific Islander,,,1612964
,South Carolina,Black or African American,1990,1990,1046915
,South Carolina,Black or African American,1991,1991,1070158
,South Carolina,Black or African American,1992,1992,1089628
,South Carolina,Black or African American,1993,1993,1107974
,South Carolina,Black or African American,1994,1994,1123727
,South Carolina,Black or African American,1995,1995,1138558
,South Carolina,Black or African American,1996,1996,1152086
,South Carolina,Black or African American,1997,1997,1168026
,South Carolina,Black or African American,1998,1998,1181039
,South Carolina,Black or African American,1999,1999,1192652
,South Carolina,Black or African American,2000,2000,1204830
,South Carolina,Black or African American,2001,2001,1214753
,South Carolina,Black or African American,2002,2002,1222658
,South Carolina,Black or African American,2003,2003,1231581
,South Carolina,Black or African American,2004,2004,1244041
,South Carolina,Black or African American,2005,2005,1255105
,South Carolina,Black or African American,2006,2006,1273536
,South Carolina,Black or African American,2007,2007,1289462
,South Carolina,Black or African American,2008,2008,1308465
,South Carolina,Black or African American,2009,2009,1320564
,South Carolina,Black or African American,2010,2010,1332329
,South Carolina,Black or African American,2011,2011,1340020
,South Carolina,Black or African American,2012,2012,1350594
,South Carolina,Black or African American,2013,2013,1361693
,South Carolina,Black or African American,2014,2014,1373341
,South Carolina,Black or African American,2015,2015,1386205
,South Carolina,Black or African American,2016,2016,1398178
,South Carolina,Black or African American,2017,2017,1408395
,South Carolina,Black or African American,2018,2018,1418868
Total,South Carolina,Black or African American,,,36205381
,South Carolina,White,1990,1990,2423347
,South Carolina,White,1991,1991,2468024
,South Carolina,White,1992,1992,2497658
,South Carolina,White,1993,1993,2520148
,South Carolina,White,1994,1994,2545211
,South Carolina,White,1995,1995,2570560
,South Carolina,White,1996,1996,2601818
,South Carolina,White,1997,1997,2645411
,South Carolina,White,1998,1998,2689579
,South Carolina,White,1999,1999,2729841
,South Carolina,White,2000,2000,2761785
,South Carolina,White,2001,2001,2789474
,South Carolina,White,2002,2002,2820732
,South Carolina,White,2003,2003,2850639
,South Carolina,White,2004,2004,2894711
,South Carolina,White,2005,2005,2938716
,South Carolina,White,2006,2006,3003350
,South Carolina,White,2007,2007,3068677
,South Carolina,White,2008,2008,3129618
,South Carolina,White,2009,2009,3174776
,South Carolina,White,2010,2010,3205456
,South Carolina,White,2011,2011,3230260
,South Carolina,White,2012,2012,3261496
,South Carolina,White,2013,2013,3294087
,South Carolina,White,2014,2014,3337588
,South Carolina,White,2015,2015,3388152
,South Carolina,White,2016,2016,3436939
,South Carolina,White,2017,2017,3484446
,South Carolina,White,2018,2018,3531746
Total,South Carolina,White,,,85294245
Total,South Carolina,,,,123676305
,South Dakota,American Indian or Alaska Native,1990,1990,50595
,South Dakota,American Indian or Alaska Native,1991,1991,51675
,South Dakota,American Indian or Alaska Native,1992,1992,53349
,South Dakota,American Indian or Alaska Native,1993,1993,54266
,South Dakota,American Indian or Alaska Native,1994,1994,55059
,South Dakota,American Indian or Alaska Native,1995,1995,56175
,South Dakota,American Indian or Alaska Native,1996,1996,58288
,South Dakota,American Indian or Alaska Native,1997,1997,59882
,South Dakota,American Indian or Alaska Native,1998,1998,61048
,South Dakota,American Indian or Alaska Native,1999,1999,63170
,South Dakota,American Indian or Alaska Native,2000,2000,65324
,South Dakota,American Indian or Alaska Native,2001,2001,66230
,South Dakota,American Indian or Alaska Native,2002,2002,67133
,South Dakota,American Indian or Alaska Native,2003,2003,68275
,South Dakota,American Indian or Alaska Native,2004,2004,69565
,South Dakota,American Indian or Alaska Native,2005,2005,70603
,South Dakota,American Indian or Alaska Native,2006,2006,71942
,South Dakota,American Indian or Alaska Native,2007,2007,73358
,South Dakota,American Indian or Alaska Native,2008,2008,74790
,South Dakota,American Indian or Alaska Native,2009,2009,76035
,South Dakota,American Indian or Alaska Native,2010,2010,77266
,South Dakota,American Indian or Alaska Native,2011,2011,78476
,South Dakota,American Indian or Alaska Native,2012,2012,79725
,South Dakota,American Indian or Alaska Native,2013,2013,80858
,South Dakota,American Indian or Alaska Native,2014,2014,81793
,South Dakota,American Indian or Alaska Native,2015,2015,82689
,South Dakota,American Indian or Alaska Native,2016,2016,83823
,South Dakota,American Indian or Alaska Native,2017,2017,84287
,South Dakota,American Indian or Alaska Native,2018,2018,84659
Total,South Dakota,American Indian or Alaska Native,,,2000338
,South Dakota,Asian or Pacific Islander,1990,1990,2886
,South Dakota,Asian or Pacific Islander,1991,1991,3061
,South Dakota,Asian or Pacific Islander,1992,1992,3282
,South Dakota,Asian or Pacific Islander,1993,1993,3331
,South Dakota,Asian or Pacific Islander,1994,1994,3469
,South Dakota,Asian or Pacific Islander,1995,1995,3616
,South Dakota,Asian or Pacific Islander,1996,1996,3885
,South Dakota,Asian or Pacific Islander,1997,1997,3972
,South Dakota,Asian or Pacific Islander,1998,1998,4036
,South Dakota,Asian or Pacific Islander,1999,1999,4296
,South Dakota,Asian or Pacific Islander,2000,2000,5152
,South Dakota,Asian or Pacific Islander,2001,2001,5469
,South Dakota,Asian or Pacific Islander,2002,2002,5799
,South Dakota,Asian or Pacific Islander,2003,2003,6171
,South Dakota,Asian or Pacific Islander,2004,2004,6563
,South Dakota,Asian or Pacific Islander,2005,2005,6873
,South Dakota,Asian or Pacific Islander,2006,2006,7308
,South Dakota,Asian or Pacific Islander,2007,2007,7698
,South Dakota,Asian or Pacific Islander,2008,2008,7918
,South Dakota,Asian or Pacific Islander,2009,2009,8755
,South Dakota,Asian or Pacific Islander,2010,2010,9058
,South Dakota,Asian or Pacific Islander,2011,2011,9680
,South Dakota,Asian or Pacific Islander,2012,2012,10912
,South Dakota,Asian or Pacific Islander,2013,2013,11483
,South Dakota,Asian or Pacific Islander,2014,2014,11971
,South Dakota,Asian or Pacific Islander,2015,2015,12787
,South Dakota,Asian or Pacific Islander,2016,2016,14297
,South Dakota,Asian or Pacific Islander,2017,2017,15723
,South Dakota,Asian or Pacific Islander,2018,2018,16833
Total,South Dakota,Asian or Pacific Islander,,,216284
,South Dakota,Black or African American,1990,1990,3090
,South Dakota,Black or African American,1991,1991,3167
,South Dakota,Black or African American,1992,1992,3487
,South Dakota,Black or African American,1993,1993,3479
,South Dakota,Black or African American,1994,1994,3657
,South Dakota,Black or African American,1995,1995,3444
,South Dakota,Black or African American,1996,1996,4047
,South Dakota,Black or African American,1997,1997,4162
,South Dakota,Black or African American,1998,1998,4528
,South Dakota,Black or African American,1999,1999,4749
,South Dakota,Black or African American,2000,2000,6185
,South Dakota,Black or African American,2001,2001,6886
,South Dakota,Black or African American,2002,2002,7573
,South Dakota,Black or African American,2003,2003,8188
,South Dakota,Black or African American,2004,2004,8828
,South Dakota,Black or African American,2005,2005,9547
,South Dakota,Black or African American,2006,2006,10173
